fotograma,tipo_objeto,confianza,identificador_tracking,x1,y1,x2,y2,matrícula_en_su_caso,confianza,mx1,my1,mx2,my2,texto_matricula
337,Car,0.6649741530418396,49,1393.107177734375,369.69451904296875,1439.3377685546875,369.69451904296875,,,,,,,,
337,Car,0.4458875358104706,58,1387.1287841796875,364.4283447265625,1432.3411865234375,364.4283447265625,,,,,,,,
337,Car,0.25239020586013794,62,1370.7320556640625,358.3434143066406,1397.2581787109375,358.3434143066406,,,,,,,,
337,Car,0.4930020272731781,70,1301.0360107421875,352.1114196777344,1344.7906494140625,352.1114196777344,,,,,,,,
337,Car,0.3310883343219757,73,1507.480224609375,385.10211181640625,1564.370361328125,385.10211181640625,,,,,,,,
337,Car,0.3978442847728729,66,1241.50537109375,348.4394226074219,1298.9840087890625,348.4394226074219,,,,,,,,
337,Person,0.8567262887954712,82,1241.50537109375,348.4394226074219,1298.9840087890625,348.4394226074219,,,,,,,,
337,Person,0.428880512714386,77,1241.50537109375,348.4394226074219,1298.9840087890625,348.4394226074219,,,,,,,,
338,Car,0.9156186580657959,31,1427.31396484375,381.8213195800781,1510.67724609375,381.8213195800781,,,,,,,,
338,Car,0.6770724058151245,49,1393.151611328125,369.93170166015625,1439.6380615234375,369.93170166015625,,,,,,,,
338,Car,0.4575392007827759,58,1387.013671875,364.48504638671875,1432.26171875,364.48504638671875,,,,,,,,
338,Car,0.27901148796081543,62,1370.531494140625,358.2357482910156,1397.2393798828125,358.2357482910156,,,,,,,,
338,Car,0.5169736742973328,70,1301.406982421875,351.9996337890625,1345.5013427734375,351.9996337890625,,,,,,,,
338,Car,0.3803260326385498,73,1506.304443359375,385.41455078125,1564.32666015625,385.41455078125,,,,,,,,
338,Car,0.34682872891426086,66,1242.0228271484375,348.4624328613281,1297.9263916015625,348.4624328613281,,,,,,,,
338,Person,0.8968613743782043,82,1242.0228271484375,348.4624328613281,1297.9263916015625,348.4624328613281,,,,,,,,
338,Person,0.43492838740348816,77,1242.0228271484375,348.4624328613281,1297.9263916015625,348.4624328613281,,,,,,,,
339,Car,0.9143855571746826,31,1426.8890380859375,381.7598571777344,1510.964111328125,381.7598571777344,,,,,,,,
339,Car,0.6741436123847961,49,1392.7725830078125,369.95379638671875,1439.7276611328125,369.95379638671875,,,,,,,,
339,Car,0.4612284004688263,58,1386.921142578125,364.5068664550781,1432.36083984375,364.5068664550781,,,,,,,,
339,Car,0.27889636158943176,62,1370.6453857421875,358.17193603515625,1397.2135009765625,358.17193603515625,,,,,,,,
339,Car,0.43333786725997925,70,1301.9141845703125,351.81475830078125,1345.5606689453125,351.81475830078125,,,,,,,,
339,Car,0.32851704955101013,73,1505.461669921875,385.63397216796875,1564.169677734375,385.63397216796875,,,,,,,,
339,Car,0.28639867901802063,66,1236.1915283203125,347.9921875,1295.2822265625,347.9921875,,,,,,,,
339,Person,0.9214329123497009,82,1236.1915283203125,347.9921875,1295.2822265625,347.9921875,,,,,,,,
339,Person,0.22597193717956543,77,1236.1915283203125,347.9921875,1295.2822265625,347.9921875,,,,,,,,
340,Car,0.9038792848587036,31,1426.760986328125,381.5583190917969,1511.448486328125,381.5583190917969,,,,,,,,
340,Car,0.6757981181144714,49,1392.916015625,369.90325927734375,1439.5997314453125,369.90325927734375,,,,,,,,
340,Car,0.47558456659317017,58,1386.70556640625,364.42919921875,1431.8197021484375,364.42919921875,,,,,,,,
340,Car,0.28649890422821045,62,1370.813720703125,358.1601257324219,1397.2203369140625,358.1601257324219,,,,,,,,
340,Car,0.41465866565704346,70,1302.088134765625,351.6993713378906,1346.01025390625,351.6993713378906,,,,,,,,
340,Car,0.28651538491249084,73,1504.416748046875,385.8071594238281,1564.2530517578125,385.8071594238281,,,,,,,,
340,Car,0.20939448475837708,66,1234.6754150390625,347.5830078125,1292.949951171875,347.5830078125,,,,,,,,
340,Person,0.8625110387802124,82,1234.6754150390625,347.5830078125,1292.949951171875,347.5830078125,,,,,,,,
340,Person,0.5364923477172852,77,1234.6754150390625,347.5830078125,1292.949951171875,347.5830078125,,,,,,,,
341,Car,0.8810597062110901,31,1426.6097412109375,381.257568359375,1511.3709716796875,381.257568359375,,,,,,,,
341,Car,0.689289927482605,49,1392.68212890625,370.11181640625,1440.40185546875,370.11181640625,,,,,,,,
341,Car,0.43697407841682434,58,1386.853759765625,364.6510314941406,1432.37548828125,364.6510314941406,,,,,,,,
341,Car,0.2707289755344391,62,1370.4827880859375,358.01446533203125,1396.5589599609375,358.01446533203125,,,,,,,,
341,Car,0.47689691185951233,70,1302.267578125,351.57598876953125,1345.669677734375,351.57598876953125,,,,,,,,
341,Car,0.2797360420227051,73,1503.618408203125,385.7221374511719,1564.291748046875,385.7221374511719,,,,,,,,
341,Car,0.19970093667507172,66,1241.5859375,347.4097595214844,1292.156982421875,347.4097595214844,,,,,,,,
341,Person,0.8676418662071228,82,1241.5859375,347.4097595214844,1292.156982421875,347.4097595214844,,,,,,,,
341,Person,0.7814804315567017,77,1241.5859375,347.4097595214844,1292.156982421875,347.4097595214844,,,,,,,,
342,Car,0.8787984848022461,31,1426.2337646484375,381.0427551269531,1510.8966064453125,381.0427551269531,,,,,,,,
342,Car,0.6809576749801636,49,1392.302978515625,370.1320495605469,1440.4097900390625,370.1320495605469,,,,,,,,
342,Car,0.4485890567302704,58,1386.7720947265625,364.64935302734375,1432.155517578125,364.64935302734375,,,,,,,,
342,Car,0.2676016092300415,62,1371.06103515625,358.0483093261719,1396.963623046875,358.0483093261719,,,,,,,,
342,Car,0.47072017192840576,70,1302.1512451171875,351.813720703125,1345.1279296875,351.813720703125,,,,,,,,
342,Car,0.3092678487300873,73,1502.1221923828125,385.73004150390625,1564.314453125,385.73004150390625,,,,,,,,
342,Car,0.28803959488868713,66,1244.3936767578125,347.4044189453125,1292.534912109375,347.4044189453125,,,,,,,,
342,Person,0.91759192943573,82,1244.3936767578125,347.4044189453125,1292.534912109375,347.4044189453125,,,,,,,,
342,Person,0.8415586948394775,77,1244.3936767578125,347.4044189453125,1292.534912109375,347.4044189453125,,,,,,,,
343,Car,0.8734386563301086,31,1425.823974609375,381.2288818359375,1511.2015380859375,381.2288818359375,,,,,,,,
343,Car,0.6659247279167175,49,1392.028564453125,369.94659423828125,1439.209228515625,369.94659423828125,,,,,,,,
343,Car,0.4581610858440399,58,1386.71826171875,364.59979248046875,1431.6954345703125,364.59979248046875,,,,,,,,
343,Car,0.30267757177352905,62,1370.56201171875,357.9678955078125,1396.3114013671875,357.9678955078125,,,,,,,,
343,Car,0.463405966758728,70,1302.5272216796875,351.4585876464844,1345.64892578125,351.4585876464844,,,,,,,,
343,Car,0.3624560832977295,73,1501.390380859375,385.74798583984375,1564.4447021484375,385.74798583984375,,,,,,,,
343,Car,0.14717566967010498,66,1246.142333984375,347.60888671875,1292.371826171875,347.60888671875,,,,,,,,
343,Person,0.9081206917762756,82,1246.142333984375,347.60888671875,1292.371826171875,347.60888671875,,,,,,,,
343,Person,0.8083254098892212,77,1246.142333984375,347.60888671875,1292.371826171875,347.60888671875,,,,,,,,
344,Car,0.877348780632019,31,1425.6356201171875,381.37603759765625,1511.071044921875,381.37603759765625,,,,,,,,
344,Car,0.6405463814735413,49,1392.0460205078125,369.73016357421875,1438.12158203125,369.73016357421875,,,,,,,,
344,Car,0.45175641775131226,58,1386.656005859375,364.44970703125,1431.1419677734375,364.44970703125,,,,,,,,
344,Car,0.3165792226791382,62,1370.2330322265625,357.93902587890625,1396.23291015625,357.93902587890625,,,,,,,,
344,Car,0.4022383391857147,70,1302.72412109375,351.10015869140625,1345.216064453125,351.10015869140625,,,,,,,,
344,Car,0.36360418796539307,73,1502.00341796875,385.8506164550781,1564.8079833984375,385.8506164550781,,,,,,,,
344,Car,0.1708979457616806,66,1242.599365234375,347.047119140625,1292.1131591796875,347.047119140625,,,,,,,,
344,Person,0.8902050852775574,82,1242.599365234375,347.047119140625,1292.1131591796875,347.047119140625,,,,,,,,
344,Person,0.8161110281944275,77,1242.599365234375,347.047119140625,1292.1131591796875,347.047119140625,,,,,,,,
345,Car,0.8850544691085815,31,1425.4031982421875,381.2584228515625,1511.6195068359375,381.2584228515625,,,,,,,,
345,Car,0.6585056185722351,49,1392.1575927734375,369.47613525390625,1437.6973876953125,369.47613525390625,,,,,,,,
345,Car,0.4462939500808716,58,1386.65185546875,364.3476867675781,1431.0892333984375,364.3476867675781,,,,,,,,
345,Car,0.3001216650009155,62,1370.7275390625,358.03045654296875,1396.5626220703125,358.03045654296875,,,,,,,,
345,Car,0.43728554248809814,70,1302.8642578125,351.0743713378906,1344.9078369140625,351.0743713378906,,,,,,,,
345,Car,0.32251065969467163,73,1502.6226806640625,385.7257385253906,1564.8673095703125,385.7257385253906,,,,,,,,
345,Car,0.18107688426971436,66,1239.7642822265625,346.91680908203125,1291.6246337890625,346.91680908203125,,,,,,,,
345,Person,0.841133713722229,82,1239.7642822265625,346.91680908203125,1291.6246337890625,346.91680908203125,,,,,,,,
345,Person,0.8531773090362549,77,1239.7642822265625,346.91680908203125,1291.6246337890625,346.91680908203125,,,,,,,,
346,Car,0.873479962348938,31,1425.2872314453125,381.1476745605469,1512.354248046875,381.1476745605469,,,,,,,,
346,Car,0.6485587358474731,49,1392.4019775390625,369.1546325683594,1437.08056640625,369.1546325683594,,,,,,,,
346,Car,0.4446360170841217,58,1386.6546630859375,364.2066650390625,1430.9288330078125,364.2066650390625,,,,,,,,
346,Car,0.30148419737815857,62,1370.94287109375,358.10516357421875,1396.8782958984375,358.10516357421875,,,,,,,,
346,Car,0.4864196181297302,70,1302.888671875,351.4283752441406,1345.5482177734375,351.4283752441406,,,,,,,,
346,Car,0.333520770072937,73,1503.6029052734375,385.63897705078125,1564.77490234375,385.63897705078125,,,,,,,,
346,Car,0.1951749175786972,66,1240.046875,347.1472473144531,1294.152587890625,347.1472473144531,,,,,,,,
346,Person,0.8513511419296265,82,1240.046875,347.1472473144531,1294.152587890625,347.1472473144531,,,,,,,,
346,Person,0.8377777338027954,77,1240.046875,347.1472473144531,1294.152587890625,347.1472473144531,,,,,,,,
347,Car,0.8683193325996399,31,1425.3778076171875,381.1245422363281,1513.0218505859375,381.1245422363281,,,,,,,,
347,Car,0.6449888944625854,49,1392.640380859375,369.1864013671875,1437.201904296875,369.1864013671875,,,,,,,,
347,Car,0.4249474108219147,58,1386.7525634765625,364.24285888671875,1431.031005859375,364.24285888671875,,,,,,,,
347,Car,0.2810761034488678,62,1370.943359375,358.143798828125,1396.853759765625,358.143798828125,,,,,,,,
347,Car,0.5093345046043396,70,1302.5828857421875,351.6933288574219,1345.77783203125,351.6933288574219,,,,,,,,
347,Car,0.29882189631462097,73,1503.5616455078125,385.5411682128906,1564.838134765625,385.5411682128906,,,,,,,,
347,Car,0.17470218241214752,66,1246.127197265625,347.3344421386719,1295.4443359375,347.3344421386719,,,,,,,,
347,Person,0.8571063876152039,82,1246.127197265625,347.3344421386719,1295.4443359375,347.3344421386719,,,,,,,,
347,Person,0.7968893051147461,77,1246.127197265625,347.3344421386719,1295.4443359375,347.3344421386719,,,,,,,,
348,Car,0.8667012453079224,31,1425.4420166015625,381.3387145996094,1512.78173828125,381.3387145996094,,,,,,,,
348,Car,0.6545937061309814,49,1392.6298828125,369.3470458984375,1437.499267578125,369.3470458984375,,,,,,,,
348,Car,0.42319899797439575,58,1386.7977294921875,364.33843994140625,1431.2252197265625,364.33843994140625,,,,,,,,
348,Car,0.27983197569847107,62,1370.8856201171875,358.15692138671875,1396.796875,358.15692138671875,,,,,,,,
348,Car,0.4915410578250885,70,1302.113037109375,351.8538818359375,1345.0321044921875,351.8538818359375,,,,,,,,
348,Car,0.3310820460319519,73,1503.262939453125,385.6949768066406,1564.8387451171875,385.6949768066406,,,,,,,,
348,Car,0.3686947226524353,66,1249.7919921875,347.9619445800781,1297.8861083984375,347.9619445800781,,,,,,,,
348,Person,0.836836576461792,82,1249.7919921875,347.9619445800781,1297.8861083984375,347.9619445800781,,,,,,,,
348,Person,0.8606758117675781,77,1249.7919921875,347.9619445800781,1297.8861083984375,347.9619445800781,,,,,,,,
349,Car,0.8622924089431763,31,1425.6427001953125,381.4939270019531,1512.7247314453125,381.4939270019531,,,,,,,,
349,Car,0.638500452041626,49,1393.0419921875,369.32904052734375,1437.8677978515625,369.32904052734375,,,,,,,,
349,Car,0.3824681341648102,58,1386.4322509765625,364.21588134765625,1431.236328125,364.21588134765625,,,,,,,,
349,Car,0.2589435279369354,62,1370.83935546875,358.1266174316406,1396.7388916015625,358.1266174316406,,,,,,,,
349,Car,0.5322108268737793,70,1301.8990478515625,351.64532470703125,1344.3797607421875,351.64532470703125,,,,,,,,
349,Car,0.31590521335601807,73,1504.339111328125,385.740966796875,1564.9456787109375,385.740966796875,,,,,,,,
349,Car,0.3043835163116455,66,1252.5260009765625,348.2596435546875,1301.27001953125,348.2596435546875,,,,,,,,
349,Person,0.7539091110229492,82,1252.5260009765625,348.2596435546875,1301.27001953125,348.2596435546875,,,,,,,,
349,Person,0.842347264289856,77,1252.5260009765625,348.2596435546875,1301.27001953125,348.2596435546875,,,,,,,,
350,Car,0.8638607859611511,31,1425.865966796875,381.5054931640625,1512.7352294921875,381.5054931640625,,,,,,,,
350,Car,0.658278226852417,49,1393.189453125,369.29998779296875,1438.61572265625,369.29998779296875,,,,,,,,
350,Car,0.39538970589637756,58,1386.217529296875,364.1519775390625,1431.427001953125,364.1519775390625,,,,,,,,
350,Car,0.2787918150424957,62,1370.885986328125,358.0998840332031,1397.12744140625,358.0998840332031,,,,,,,,
350,Car,0.5487714409828186,70,1301.810791015625,351.5361633300781,1343.6748046875,351.5361633300781,,,,,,,,
350,Car,0.2862060070037842,73,1504.9052734375,385.7840270996094,1564.940673828125,385.7840270996094,,,,,,,,
350,Car,0.3486635386943817,66,1252.967529296875,348.4208679199219,1302.4345703125,348.4208679199219,,,,,,,,
350,Person,0.7906988859176636,82,1252.967529296875,348.4208679199219,1302.4345703125,348.4208679199219,,,,,,,,
350,Person,0.7851265668869019,77,1252.967529296875,348.4208679199219,1302.4345703125,348.4208679199219,,,,,,,,
351,Car,0.860662579536438,31,1426.573974609375,381.46087646484375,1512.9981689453125,381.46087646484375,,,,,,,,
351,Car,0.6690922975540161,49,1393.99169921875,369.2752685546875,1439.359375,369.2752685546875,,,,,,,,
351,Car,0.3994341194629669,58,1386.1895751953125,364.0766906738281,1431.4400634765625,364.0766906738281,,,,,,,,
351,Car,0.2730761468410492,62,1371.3157958984375,358.1986389160156,1397.5263671875,358.1986389160156,,,,,,,,
351,Car,0.4698510468006134,70,1302.2158203125,351.1949462890625,1342.520751953125,351.1949462890625,,,,,,,,
351,Car,0.23036998510360718,73,1505.6444091796875,385.9757080078125,1564.8612060546875,385.9757080078125,,,,,,,,
351,Car,0.19982372224330902,66,1252.5902099609375,348.3489990234375,1301.4039306640625,348.3489990234375,,,,,,,,
351,Person,0.798919677734375,82,1252.5902099609375,348.3489990234375,1301.4039306640625,348.3489990234375,,,,,,,,
351,Person,0.7289707660675049,77,1252.5902099609375,348.3489990234375,1301.4039306640625,348.3489990234375,,,,,,,,
352,Car,0.8636560440063477,31,1427.04638671875,381.57293701171875,1513.224365234375,381.57293701171875,,,,,,,,
352,Car,0.6489862203598022,49,1394.5018310546875,369.22894287109375,1439.5760498046875,369.22894287109375,,,,,,,,
352,Car,0.39900168776512146,58,1386.2764892578125,364.0224304199219,1431.44482421875,364.0224304199219,,,,,,,,
352,Car,0.2776552140712738,62,1371.4306640625,358.29742431640625,1397.8753662109375,358.29742431640625,,,,,,,,
352,Car,0.4236694574356079,70,1302.380615234375,351.16705322265625,1341.846435546875,351.16705322265625,,,,,,,,
352,Car,0.2443821281194687,73,1506.2374267578125,386.1234436035156,1564.8460693359375,386.1234436035156,,,,,,,,
352,Car,0.23190762102603912,66,1251.62451171875,347.58642578125,1300.0732421875,347.58642578125,,,,,,,,
352,Person,0.8583101034164429,82,1251.62451171875,347.58642578125,1300.0732421875,347.58642578125,,,,,,,,
352,Person,0.7250152826309204,77,1251.62451171875,347.58642578125,1300.0732421875,347.58642578125,,,,,,,,
353,Car,0.8693814873695374,31,1426.93310546875,381.3832702636719,1513.5726318359375,381.3832702636719,,,,,,,,
353,Car,0.6491461396217346,49,1395.4822998046875,369.3778991699219,1439.7371826171875,369.3778991699219,,,,,,,,
353,Car,0.38791272044181824,58,1386.419677734375,363.95843505859375,1431.2139892578125,363.95843505859375,,,,,,,,
353,Car,0.25981903076171875,62,1371.8084716796875,358.42022705078125,1398.48193359375,358.42022705078125,,,,,,,,
353,Car,0.4025686979293823,70,1302.1051025390625,351.0906982421875,1341.023681640625,351.0906982421875,,,,,,,,
353,Car,0.2184111475944519,73,1506.61376953125,385.88909912109375,1565.014892578125,385.88909912109375,,,,,,,,
353,Car,0.19683103263378143,66,1251.352294921875,347.1662902832031,1298.61083984375,347.1662902832031,,,,,,,,
353,Person,0.8627347350120544,82,1251.352294921875,347.1662902832031,1298.61083984375,347.1662902832031,,,,,,,,
353,Person,0.7032932639122009,77,1251.352294921875,347.1662902832031,1298.61083984375,347.1662902832031,,,,,,,,
354,Car,0.8664414286613464,31,1427.1119384765625,381.3935852050781,1513.7637939453125,381.3935852050781,,,,,,,,
354,Car,0.6507430672645569,49,1394.692138671875,369.2777099609375,1439.4395751953125,369.2777099609375,,,,,,,,
354,Car,0.4163740873336792,58,1386.1953125,363.9793701171875,1431.3590087890625,363.9793701171875,,,,,,,,
354,Car,0.2759326696395874,62,1371.8450927734375,358.4010314941406,1398.477783203125,358.4010314941406,,,,,,,,
354,Car,0.3947295546531677,70,1301.7620849609375,351.127685546875,1341.19091796875,351.127685546875,,,,,,,,
354,Car,0.23589040338993073,73,1506.898193359375,385.44891357421875,1564.9244384765625,385.44891357421875,,,,,,,,
354,Car,0.17709581553936005,66,1252.993408203125,347.4666748046875,1296.89501953125,347.4666748046875,,,,,,,,
354,Person,0.7985222339630127,82,1252.993408203125,347.4666748046875,1296.89501953125,347.4666748046875,,,,,,,,
354,Person,0.7075440287590027,77,1252.993408203125,347.4666748046875,1296.89501953125,347.4666748046875,,,,,,,,
355,Car,0.8627027869224548,31,1427.13427734375,381.4486389160156,1513.671142578125,381.4486389160156,,,,,,,,
355,Car,0.6551036834716797,49,1394.41015625,369.4253234863281,1439.399169921875,369.4253234863281,,,,,,,,
355,Car,0.4047936201095581,58,1386.270751953125,364.1142883300781,1431.1900634765625,364.1142883300781,,,,,,,,
355,Car,0.2792861759662628,62,1371.7835693359375,358.3911437988281,1397.7235107421875,358.3911437988281,,,,,,,,
355,Car,0.32225534319877625,70,1302.035400390625,351.129638671875,1342.5443115234375,351.129638671875,,,,,,,,
355,Car,0.2718886733055115,73,1506.8548583984375,385.5517578125,1564.806884765625,385.5517578125,,,,,,,,
355,Car,0.21631036698818207,66,1248.24560546875,347.6612243652344,1293.7230224609375,347.6612243652344,,,,,,,,
355,Person,0.8155691027641296,82,1248.24560546875,347.6612243652344,1293.7230224609375,347.6612243652344,,,,,,,,
355,Person,0.6640461087226868,77,1248.24560546875,347.6612243652344,1293.7230224609375,347.6612243652344,,,,,,,,
356,Car,0.8674547076225281,31,1427.2442626953125,381.6103820800781,1513.684326171875,381.6103820800781,,,,,,,,
356,Car,0.6600553393363953,49,1394.5380859375,369.3623352050781,1439.181884765625,369.3623352050781,,,,,,,,
356,Car,0.4219086170196533,58,1386.3604736328125,364.0854187011719,1431.3128662109375,364.0854187011719,,,,,,,,
356,Car,0.2915751039981842,62,1371.7183837890625,358.4688720703125,1397.8192138671875,358.4688720703125,,,,,,,,
356,Car,0.3367920219898224,70,1302.021728515625,350.89697265625,1343.05126953125,350.89697265625,,,,,,,,
356,Car,0.2719724774360657,73,1506.8587646484375,385.4851379394531,1564.8095703125,385.4851379394531,,,,,,,,
356,Car,0.19629140198230743,66,1245.515625,347.4187316894531,1291.407470703125,347.4187316894531,,,,,,,,
356,Person,0.8808273077011108,82,1245.515625,347.4187316894531,1291.407470703125,347.4187316894531,,,,,,,,
356,Person,0.8076423406600952,77,1245.515625,347.4187316894531,1291.407470703125,347.4187316894531,,,,,,,,
357,Car,0.8627707958221436,31,1427.8175048828125,381.7785339355469,1513.4647216796875,381.7785339355469,,,,,,,,
357,Car,0.6590737700462341,49,1394.7177734375,369.6315002441406,1438.879150390625,369.6315002441406,,,,,,,,
357,Car,0.42155030369758606,58,1386.384033203125,364.2217102050781,1431.1146240234375,364.2217102050781,,,,,,,,
357,Car,0.27275797724723816,62,1372.0611572265625,358.53826904296875,1397.9136962890625,358.53826904296875,,,,,,,,
357,Car,0.2814781069755554,70,1302.382080078125,350.6800537109375,1343.04833984375,350.6800537109375,,,,,,,,
357,Car,0.3020747900009155,73,1506.5225830078125,385.5716857910156,1564.634765625,385.5716857910156,,,,,,,,
357,Car,0.30114370584487915,66,1242.5191650390625,347.4632568359375,1290.95361328125,347.4632568359375,,,,,,,,
357,Person,0.8464692831039429,82,1242.5191650390625,347.4632568359375,1290.95361328125,347.4632568359375,,,,,,,,
357,Person,0.8406887054443359,77,1242.5191650390625,347.4632568359375,1290.95361328125,347.4632568359375,,,,,,,,
358,Car,0.8691992163658142,31,1427.548828125,381.9005126953125,1513.158935546875,381.9005126953125,,,,,,,,
358,Car,0.6493553519248962,49,1395.095703125,369.8590393066406,1438.9306640625,369.8590393066406,,,,,,,,
358,Car,0.3920280337333679,58,1386.551025390625,364.281494140625,1430.942626953125,364.281494140625,,,,,,,,
358,Car,0.28449511528015137,62,1371.77001953125,358.54541015625,1397.43310546875,358.54541015625,,,,,,,,
358,Car,0.2698824107646942,70,1303.1417236328125,350.4947814941406,1342.66259765625,350.4947814941406,,,,,,,,
358,Car,0.311974436044693,73,1506.704833984375,385.4881286621094,1564.5570068359375,385.4881286621094,,,,,,,,
358,Car,0.3536643385887146,66,1241.5528564453125,347.527587890625,1291.1693115234375,347.527587890625,,,,,,,,
358,Person,0.8629583120346069,82,1241.5528564453125,347.527587890625,1291.1693115234375,347.527587890625,,,,,,,,
358,Person,0.7674567103385925,77,1241.5528564453125,347.527587890625,1291.1693115234375,347.527587890625,,,,,,,,
359,Car,0.8699551820755005,31,1427.5123291015625,381.97467041015625,1513.1925048828125,381.97467041015625,,,,,,,,
359,Car,0.6592115163803101,49,1394.20751953125,369.8207702636719,1438.9847412109375,369.8207702636719,,,,,,,,
359,Car,0.42729124426841736,58,1386.152587890625,364.37469482421875,1431.3212890625,364.37469482421875,,,,,,,,
359,Car,0.2983071804046631,62,1371.701171875,358.5816650390625,1397.6385498046875,358.5816650390625,,,,,,,,
359,Car,0.29623475670814514,70,1303.006103515625,350.5938415527344,1343.082763671875,350.5938415527344,,,,,,,,
359,Car,0.2628875970840454,73,1506.9361572265625,385.291748046875,1564.5296630859375,385.291748046875,,,,,,,,
359,Car,0.3734707236289978,66,1242.1761474609375,347.1561279296875,1289.98779296875,347.1561279296875,,,,,,,,
359,Person,0.8931024074554443,82,1242.1761474609375,347.1561279296875,1289.98779296875,347.1561279296875,,,,,,,,
359,Person,0.6057403683662415,77,1242.1761474609375,347.1561279296875,1289.98779296875,347.1561279296875,,,,,,,,
360,Car,0.8736352324485779,31,1427.3880615234375,382.09735107421875,1512.9671630859375,382.09735107421875,,,,,,,,
360,Car,0.6605281233787537,49,1394.6495361328125,369.8908996582031,1439.4239501953125,369.8908996582031,,,,,,,,
360,Car,0.4129266142845154,58,1386.249755859375,364.3199157714844,1431.3443603515625,364.3199157714844,,,,,,,,
360,Car,0.2945144474506378,62,1371.712158203125,358.58233642578125,1397.75244140625,358.58233642578125,,,,,,,,
360,Car,0.31660157442092896,70,1303.2222900390625,350.4372863769531,1342.939453125,350.4372863769531,,,,,,,,
360,Car,0.2878841757774353,73,1507.0736083984375,385.0923767089844,1564.3837890625,385.0923767089844,,,,,,,,
360,Car,0.33912941813468933,66,1242.740234375,346.9964599609375,1289.2164306640625,346.9964599609375,,,,,,,,
360,Person,0.8446269035339355,82,1242.740234375,346.9964599609375,1289.2164306640625,346.9964599609375,,,,,,,,
360,Person,0.46523740887641907,77,1242.740234375,346.9964599609375,1289.2164306640625,346.9964599609375,,,,,,,,
361,Car,0.8737037777900696,31,1426.849853515625,382.2078552246094,1512.60986328125,382.2078552246094,,,,,,,,
361,Car,0.671018123626709,49,1393.75,370.0600280761719,1438.4195556640625,370.0600280761719,,,,,,,,
361,Car,0.42597299814224243,58,1387.2373046875,364.6544189453125,1431.5726318359375,364.6544189453125,,,,,,,,
361,Car,0.3061245381832123,62,1370.5662841796875,358.2981872558594,1396.1285400390625,358.2981872558594,,,,,,,,
361,Car,0.42968377470970154,70,1302.6441650390625,349.9785461425781,1342.5679931640625,349.9785461425781,,,,,,,,
361,Car,0.31948423385620117,73,1506.9229736328125,385.3456115722656,1563.5416259765625,385.3456115722656,,,,,,,,
361,Car,0.3385421931743622,66,1243.430908203125,345.6508483886719,1288.3416748046875,345.6508483886719,,,,,,,,
361,Person,0.8313220143318176,82,1243.430908203125,345.6508483886719,1288.3416748046875,345.6508483886719,,,,,,,,
361,Person,0.48024892807006836,77,1243.430908203125,345.6508483886719,1288.3416748046875,345.6508483886719,,,,,,,,
362,Car,0.8703417778015137,31,1426.6904296875,382.2575988769531,1512.4437255859375,382.2575988769531,,,,,,,,
362,Car,0.675011932849884,49,1393.5174560546875,370.1406555175781,1438.197998046875,370.1406555175781,,,,,,,,
362,Car,0.42740458250045776,58,1387.80859375,364.7498474121094,1431.725341796875,364.7498474121094,,,,,,,,
362,Car,0.3188575804233551,62,1370.231201171875,358.1540832519531,1395.6396484375,358.1540832519531,,,,,,,,
362,Car,0.3102245628833771,70,1303.5098876953125,350.08026123046875,1341.8575439453125,350.08026123046875,,,,,,,,
362,Car,0.3215222954750061,73,1506.875,385.4348449707031,1563.185791015625,385.4348449707031,,,,,,,,
362,Car,0.3441072702407837,66,1243.51513671875,345.6915283203125,1288.07177734375,345.6915283203125,,,,,,,,
362,Person,0.8704531192779541,82,1243.51513671875,345.6915283203125,1288.07177734375,345.6915283203125,,,,,,,,
362,Person,0.3879135847091675,77,1243.51513671875,345.6915283203125,1288.07177734375,345.6915283203125,,,,,,,,
363,Car,0.8665789365768433,31,1426.56494140625,382.2231140136719,1512.5247802734375,382.2231140136719,,,,,,,,
363,Car,0.6693739891052246,49,1393.6180419921875,370.28302001953125,1438.1239013671875,370.28302001953125,,,,,,,,
363,Car,0.4247879981994629,58,1387.982666015625,364.7958679199219,1431.6453857421875,364.7958679199219,,,,,,,,
363,Car,0.32575154304504395,62,1369.8140869140625,358.1370849609375,1395.5238037109375,358.1370849609375,,,,,,,,
363,Car,0.30450233817100525,70,1303.995361328125,350.09375,1341.2181396484375,350.09375,,,,,,,,
363,Car,0.2993479371070862,73,1507.0164794921875,385.3468322753906,1563.0479736328125,385.3468322753906,,,,,,,,
363,Car,0.4669373631477356,66,1243.1536865234375,345.3748474121094,1289.913818359375,345.3748474121094,,,,,,,,
363,Person,0.8783400654792786,82,1243.1536865234375,345.3748474121094,1289.913818359375,345.3748474121094,,,,,,,,
363,Person,0.3852752447128296,77,1243.1536865234375,345.3748474121094,1289.913818359375,345.3748474121094,,,,,,,,
364,Car,0.8625437617301941,31,1426.3299560546875,382.294677734375,1512.6051025390625,382.294677734375,,,,,,,,
364,Car,0.669039785861969,49,1393.192138671875,370.2691345214844,1438.198486328125,370.2691345214844,,,,,,,,
364,Car,0.4350278079509735,58,1387.6663818359375,364.8176574707031,1431.64794921875,364.8176574707031,,,,,,,,
364,Car,0.312860906124115,62,1370.105224609375,358.1017761230469,1395.48583984375,358.1017761230469,,,,,,,,
364,Car,0.3290233016014099,70,1301.5782470703125,349.7207336425781,1342.3841552734375,349.7207336425781,,,,,,,,
