fotograma,tipo_objeto,confianza,identificador_tracking,x1,y1,x2,y2,matrícula_en_su_caso,confianza,mx1,my1,mx2,my2,texto_matricula
40,Car,0.12355396151542664,3,1224.3509521484375,345.6812438964844,1263.68212890625,345.6812438964844,,,,,,,,
41,Bus,0.9469825029373169,1,1348.7550048828125,431.2469177246094,1653.322021484375,431.2469177246094,,,,,,,,
41,Car,0.42670828104019165,2,1302.5714111328125,362.8321838378906,1350.651611328125,362.8321838378906,,,,,,,,
41,Car,0.11398105323314667,3,1223.827392578125,345.42559814453125,1263.7208251953125,345.42559814453125,,,,,,,,
42,Bus,0.9284711480140686,1,1348.0419921875,430.0130920410156,1647.5697021484375,430.0130920410156,,,,,,,,
42,Car,0.425357848405838,2,1302.8238525390625,362.1772766113281,1349.38232421875,362.1772766113281,,,,,,,,
42,Car,0.1393829882144928,3,1223.00830078125,345.5975036621094,1264.565673828125,345.5975036621094,,,,,,,,
43,Bus,0.9196597337722778,1,1345.669677734375,428.0495910644531,1641.0653076171875,428.0495910644531,,,,,,,,
43,Car,0.3989413380622864,2,1301.7274169921875,361.61566162109375,1347.1246337890625,361.61566162109375,,,,,,,,
43,Car,0.11346584558486938,3,1222.929443359375,345.6977233886719,1264.7662353515625,345.6977233886719,,,,,,,,
44,Bus,0.9320753216743469,1,1344.4957275390625,425.93505859375,1636.39306640625,425.93505859375,,,,,,,,
44,Car,0.3398476541042328,2,1300.61376953125,361.1911926269531,1344.4842529296875,361.1911926269531,,,,,,,,
44,Auto,0.1656748205423355,3,1225.0936279296875,344.874267578125,1268.30078125,344.874267578125,,,,,,,,
45,Bus,0.9538202881813049,1,1344.279052734375,425.54144287109375,1632.4034423828125,425.54144287109375,,,,,,,,
45,Car,0.1704130321741104,2,1299.7269287109375,360.7551574707031,1342.377197265625,360.7551574707031,,,,,,,,
45,Auto,0.15499190986156464,3,1225.4610595703125,344.4482727050781,1268.15185546875,344.4482727050781,,,,,,,,
46,Bus,0.9336107969284058,1,1342.9835205078125,424.1856689453125,1626.6298828125,424.1856689453125,,,,,,,,
46,Car,0.2703067362308502,2,1299.577392578125,360.6233825683594,1342.3431396484375,360.6233825683594,,,,,,,,
46,Auto,0.17649778723716736,3,1224.7138671875,344.2452392578125,1268.0008544921875,344.2452392578125,,,,,,,,
47,Bus,0.9394137859344482,1,1342.647216796875,422.99139404296875,1625.1314697265625,422.99139404296875,,,,,,,,
47,Car,0.2804834544658661,2,1297.3240966796875,358.7776184082031,1342.39111328125,358.7776184082031,,,,,,,,
47,Auto,0.15289947390556335,3,1225.1470947265625,344.05157470703125,1268.2193603515625,344.05157470703125,,,,,,,,
48,Bus,0.8958590030670166,1,1342.255859375,421.8981018066406,1619.841552734375,421.8981018066406,,,,,,,,
48,Car,0.28054964542388916,2,1295.9239501953125,357.806884765625,1341.747314453125,357.806884765625,,,,,,,,
48,Auto,0.16069631278514862,3,1225.0440673828125,343.85589599609375,1267.9727783203125,343.85589599609375,,,,,,,,
49,Bus,0.9351814985275269,1,1341.313232421875,420.551025390625,1616.2564697265625,420.551025390625,,,,,,,,
49,Car,0.34491804242134094,2,1295.119384765625,357.6783752441406,1340.5135498046875,357.6783752441406,,,,,,,,
49,Auto,0.1796286404132843,3,1225.9202880859375,343.67010498046875,1267.809814453125,343.67010498046875,,,,,,,,
50,Bus,0.9438170194625854,1,1340.7264404296875,419.9854736328125,1612.360107421875,419.9854736328125,,,,,,,,
50,Car,0.36868128180503845,2,1294.924560546875,357.8795471191406,1340.6494140625,357.8795471191406,,,,,,,,
50,Auto,0.17264899611473083,3,1225.0423583984375,343.9186706542969,1267.7535400390625,343.9186706542969,,,,,,,,
51,Bus,0.9349362254142761,1,1340.9722900390625,419.69110107421875,1604.30322265625,419.69110107421875,,,,,,,,
51,Car,0.35380423069000244,2,1295.3583984375,358.3435363769531,1340.0147705078125,358.3435363769531,,,,,,,,
51,Auto,0.16901277005672455,3,1224.959228515625,344.0436096191406,1267.52587890625,344.0436096191406,,,,,,,,
52,Bus,0.9570870995521545,1,1340.5467529296875,419.058349609375,1600.07080078125,419.058349609375,,,,,,,,
52,Car,0.31342941522598267,2,1296.9443359375,359.4830322265625,1338.16796875,359.4830322265625,,,,,,,,
52,Auto,0.2044837921857834,3,1224.65087890625,344.05084228515625,1268.8709716796875,344.05084228515625,,,,,,,,
53,Bus,0.9575730562210083,1,1340.0406494140625,418.3328552246094,1596.499755859375,418.3328552246094,,,,,,,,
53,Car,0.19037458300590515,2,1297.0780029296875,360.1280517578125,1337.61376953125,360.1280517578125,,,,,,,,
53,Auto,0.2376791536808014,3,1225.1055908203125,344.0933837890625,1270.937744140625,344.0933837890625,,,,,,,,
54,Bus,0.9590970277786255,1,1339.25244140625,417.38629150390625,1591.917724609375,417.38629150390625,,,,,,,,
54,Car,0.2934952676296234,2,1296.426025390625,359.90765380859375,1337.5462646484375,359.90765380859375,,,,,,,,
54,Auto,0.1805025041103363,3,1225.452392578125,343.7371826171875,1271.348388671875,343.7371826171875,,,,,,,,
55,Bus,0.9491074085235596,1,1337.9163818359375,415.361083984375,1589.151611328125,415.361083984375,,,,,,,,
55,Car,0.20686081051826477,2,1294.8563232421875,359.0528564453125,1335.46044921875,359.0528564453125,,,,,,,,
55,Auto,0.16564242541790009,3,1227.447509765625,343.33416748046875,1273.120849609375,343.33416748046875,,,,,,,,
56,Bus,0.9517824649810791,1,1337.308349609375,414.1553649902344,1579.899169921875,414.1553649902344,,,,,,,,
56,Car,0.2742688059806824,2,1293.937744140625,358.9827880859375,1334.7813720703125,358.9827880859375,,,,,,,,
56,Auto,0.1717093586921692,3,1228.665283203125,343.0633850097656,1274.6837158203125,343.0633850097656,,,,,,,,
57,Bus,0.953546941280365,1,1337.0880126953125,413.0697937011719,1574.5367431640625,413.0697937011719,,,,,,,,
57,Car,0.2942675054073334,2,1293.366943359375,358.31573486328125,1334.375,358.31573486328125,,,,,,,,
57,Auto,0.19171710312366486,3,1229.1832275390625,343.069091796875,1275.326904296875,343.069091796875,,,,,,,,
58,Bus,0.9604175686836243,1,1335.9608154296875,412.1512451171875,1573.5272216796875,412.1512451171875,,,,,,,,
58,Car,0.17490798234939575,2,1292.536376953125,358.31671142578125,1333.240234375,358.31671142578125,,,,,,,,
58,Auto,0.22203625738620758,3,1227.2469482421875,343.1422119140625,1273.821044921875,343.1422119140625,,,,,,,,
59,Bus,0.9654512405395508,1,1334.3084716796875,411.0092468261719,1571.3497314453125,411.0092468261719,,,,,,,,
59,Car,0.19818192720413208,2,1291.9356689453125,358.0242004394531,1332.721923828125,358.0242004394531,,,,,,,,
59,Auto,0.26225584745407104,3,1226.7296142578125,343.18157958984375,1272.62109375,343.18157958984375,,,,,,,,
60,Bus,0.9706156849861145,1,1332.6724853515625,409.67340087890625,1570.082763671875,409.67340087890625,,,,,,,,
60,Car,0.28703418374061584,2,1290.7921142578125,357.4183654785156,1332.375244140625,357.4183654785156,,,,,,,,
60,Auto,0.27811771631240845,3,1226.208984375,343.2977600097656,1272.9921875,343.2977600097656,,,,,,,,
61,Bus,0.9686643481254578,1,1330.8912353515625,408.7816467285156,1568.9283447265625,408.7816467285156,,,,,,,,
61,Car,0.21194696426391602,2,1289.95654296875,357.41064453125,1331.282958984375,357.41064453125,,,,,,,,
61,Auto,0.31505444645881653,3,1225.94384765625,343.1193542480469,1273.6646728515625,343.1193542480469,,,,,,,,
62,Bus,0.9675161838531494,1,1330.250732421875,408.4378662109375,1561.4415283203125,408.4378662109375,,,,,,,,
62,Car,0.23019379377365112,2,1289.3475341796875,358.23968505859375,1330.642578125,358.23968505859375,,,,,,,,
62,Auto,0.27930811047554016,3,1225.1907958984375,343.21405029296875,1272.5218505859375,343.21405029296875,,,,,,,,
63,Bus,0.9626510739326477,1,1328.0555419921875,408.227294921875,1557.56591796875,408.227294921875,,,,,,,,
63,Car,0.11225467920303345,2,1289.1688232421875,359.03448486328125,1329.957275390625,359.03448486328125,,,,,,,,
63,Auto,0.24039675295352936,3,1224.70458984375,342.93896484375,1271.0042724609375,342.93896484375,,,,,,,,
64,Bus,0.9662992358207703,1,1327.144775390625,407.9646911621094,1557.372802734375,407.9646911621094,,,,,,,,
64,Car,0.1586422175168991,2,1289.229248046875,358.6922912597656,1329.3468017578125,358.6922912597656,,,,,,,,
64,Auto,0.2593812942504883,3,1224.68701171875,342.9759521484375,1269.492431640625,342.9759521484375,,,,,,,,
65,Bus,0.95387864112854,1,1326.0699462890625,407.2868347167969,1556.1177978515625,407.2868347167969,,,,,,,,
65,Car,0.17406031489372253,2,1288.7952880859375,358.53704833984375,1328.997314453125,358.53704833984375,,,,,,,,
65,Auto,0.22795873880386353,3,1224.4549560546875,342.921142578125,1271.0894775390625,342.921142578125,,,,,,,,
66,Bus,0.9518375396728516,1,1325.768310546875,405.91949462890625,1549.372314453125,405.91949462890625,,,,,,,,
66,Car,0.11239583045244217,2,1288.7930908203125,358.8301086425781,1327.5670166015625,358.8301086425781,,,,,,,,
66,Auto,0.2859340012073517,3,1224.6402587890625,342.9085388183594,1270.0068359375,342.9085388183594,,,,,,,,
67,Bus,0.9570490717887878,1,1325.3428955078125,405.35595703125,1540.9478759765625,405.35595703125,,,,,,,,
67,Car,0.1682477444410324,2,1288.2052001953125,359.09295654296875,1326.7890625,359.09295654296875,,,,,,,,
67,Auto,0.32919758558273315,3,1224.8673095703125,342.91326904296875,1270.7301025390625,342.91326904296875,,,,,,,,
68,Bus,0.9655463695526123,1,1324.7542724609375,405.31427001953125,1535.17578125,405.31427001953125,,,,,,,,
68,Car,0.18165463209152222,2,1287.9730224609375,358.4238586425781,1325.83935546875,358.4238586425781,,,,,,,,
68,Auto,0.28090736269950867,3,1224.666748046875,343.14239501953125,1272.384765625,343.14239501953125,,,,,,,,
69,Bus,0.976502001285553,1,1324.3463134765625,404.7023620605469,1529.505615234375,404.7023620605469,,,,,,,,
69,Car,0.11404740065336227,2,1288.376953125,358.58135986328125,1325.501953125,358.58135986328125,,,,,,,,
69,Auto,0.25861236453056335,3,1224.5733642578125,343.00164794921875,1273.430419921875,343.00164794921875,,,,,,,,
70,Bus,0.9636774659156799,1,1323.955322265625,403.7546691894531,1526.5574951171875,403.7546691894531,,,,,,,,
70,Car,0.1130584254860878,2,1288.0169677734375,359.29443359375,1326.0367431640625,359.29443359375,,,,,,,,
70,Auto,0.31668543815612793,3,1224.7283935546875,343.04583740234375,1274.814697265625,343.04583740234375,,,,,,,,
71,Bus,0.9773149490356445,1,1324.2596435546875,402.16357421875,1524.2529296875,402.16357421875,,,,,,,,
71,Car,0.12732575833797455,2,1287.5135498046875,358.1590881347656,1325.9200439453125,358.1590881347656,,,,,,,,
71,Auto,0.2937646210193634,3,1225.46435546875,343.1468811035156,1273.7757568359375,343.1468811035156,,,,,,,,
72,Bus,0.967150092124939,1,1323.8126220703125,401.17987060546875,1521.1641845703125,401.17987060546875,,,,,,,,
72,Car,0.1626516729593277,2,1286.9923095703125,357.0335388183594,1325.778564453125,357.0335388183594,,,,,,,,
